"id","start_time","title","weekend","duration","date"
1,"10:30:17","Cardboard Creations",True,60,"2020-01-20"
3,"09:00:28","A fun and exiting Activity",True,60,"2019-12-18"
4,"10:30:50","More designing and building",True,60,"2019-12-18"
5,"14:00:15","Stop in and discover you inner programmer",True,60,"2019-12-18"
6,"09:00:11","Welcome to the STEAMengine",True,120,"2019-12-20"
7,"10:00:04","Holiday String Art - Hammer and Nail Workshop",True,120,"2019-12-21"
8,"13:00:45","Drop-In The STEAMengine!",True,60,"2019-12-21"
9,"14:30:32","Fun With Circuit Blocks!",True,120,"2019-12-21"
10,"17:30:15","Drop-In The Steamengine!",True,120,"2019-12-21"
11,"10:00:59","Holiday String Art - Hammer and Nail Workshop",True,120,"2019-12-22"
12,"13:00:42","Drop-In The STEAMengine!",True,60,"2019-12-22"
13,"14:30:22","Fun With Circuit Blocks!",True,120,"2019-12-22"
14,"17:30:47","Drop-In The STEAMengine!",True,120,"2019-12-22"
15,"10:00:10","Holiday String Art: Hammer and Nail Workshop",True,120,"2019-12-24"
16,"13:00:04","Drop in the STEAMengine!",True,60,"2019-12-24"
17,"14:30:20","Catapults!",True,90,"2019-12-24"
18,"10:00:09","Holiday Paper Quilling",True,120,"2019-12-26"
19,"10:00:28","Cardboard Creations!",True,120,"2019-12-27"
20,"14:30:57","Catapults!",True,120,"2019-12-26"
21,"17:30:13","Drop-in The STEAMengine!",True,120,"2019-12-26"
22,"13:00:04","Drop-in The STEAMengine",True,60,"2019-12-27"
23,"14:30:01","Catapults!",True,120,"2019-12-27"
24,"10:00:53","Cardboard Creations!",True,120,"2019-12-28"
25,"13:00:32","Drop-in The STEAMengine",True,60,"2019-12-28"
26,"14:30:06","Holiday String Art - Hammer and Nail Workshop",True,120,"2019-12-28"
27,"17:30:16","Drop-in The STEAMengine",True,120,"2019-12-28"
28,"10:00:24","Cardboard Creations!",True,120,"2019-12-29"
29,"13:00:35","Drop-in The STEAMengine",True,60,"2019-12-29"
30,"14:30:24","Holiday String Art - Hammer and Nail Workshop",True,120,"2019-12-29"
31,"17:30:18","Drop-in The STEAMengine",True,120,"2019-12-29"
32,"10:00:38","Holiday String Art - Nails and Hammer Workshop",True,120,"2019-12-30"
33,"13:00:32","Drop-In Activity",True,60,"2019-12-30"
34,"14:30:45","Catapults!",True,120,"2019-12-30"
35,"17:30:04","Drop-In Activity",True,120,"2019-12-30"
36,"10:00:08","Cardboard Creations!",True,120,"2019-12-31"
37,"13:00:23","The STEAMengine Activity of the Day",True,60,"2019-12-31"
38,"14:30:56","Cardboard Creations!",True,120,"2019-12-31"
39,"17:30:47","The STEAMengine Activity of the Day",True,120,"2019-12-31"
40,"10:00:41","Cardboard Creations!",True,120,"2020-01-03"
41,"13:00:01","The STEAMengine Activity of the Day",True,60,"2020-01-03"
42,"14:30:27","Cardboard Creations!",True,120,"2020-01-03"
43,"17:30:57","The STEAMengine Activity of the Day",True,120,"2020-01-03"
44,"10:00:39","Cardboard Creations",True,120,"2020-01-04"
45,"13:00:02","The STEAMengine Activity of the Day!",True,60,"2020-01-04"
46,"14:30:22","Cardboard Creations",True,120,"2020-01-04"
47,"17:30:46","The STEAMengine Activity of the Day!",True,90,"2020-01-04"
48,"10:00:43","Cardboard Creations",True,120,"2020-01-05"
49,"13:00:03","The STEAMengine Activity of the Day!",True,60,"2020-01-05"
50,"14:30:29","Cardboard Creations",True,90,"2020-01-05"
51,"15:00:06","The STEAMengine Drop-In Challenge",True,60,"2020-01-06"
52,"15:00:06","The STEAMengine Drop-In Challenge",True,60,"2020-01-06"
53,"12:00:04","The STEAMengine Drop-In Challenge",True,60,"2020-01-06"
54,"12:00:20","The STEAMengine Drop-In Challenge",True,60,"2020-01-07"
55,"15:00:35","The STEAMengine Drop-In Challenge",True,60,"2020-01-07"
56,"12:00:56","The STEAMengine Drop-In Challenge",True,60,"2020-01-08"
57,"15:00:12","The STEAMengine Drop-In Challenge",True,60,"2020-01-08"
58,"12:00:29","The STEAMengine Drop-In Challenge",True,60,"2020-01-09"
59,"15:00:03","The STEAMengine Drop-In Challenge",True,60,"2020-01-09"
60,"12:00:26","The STEAMengine Drop-In Challenge",True,60,"2020-01-10"
61,"15:00:37","The STEAMengine Drop-In Challenge",True,60,"2020-01-10"
62,"18:15:47","The STEAMengine Drop-In Challenge",True,120,"2020-01-09"
63,"11:30:58","Rapunzel's Tower Challenge",True,120,"2020-01-11"
64,"13:30:58","Rapunzel's Tower Challenge",True,90,"2020-01-11"
